month,price_close
1950-01-01,10.010248612865544
1950-02-01,9.669712455496652
1950-03-01,9.805540958700542
1950-04-01,10.157379920750783
1950-05-01,9.44586118694066
1950-06-01,9.821738076105754
1950-07-01,10.223931306968836
1950-08-01,9.973959381771484
1950-09-01,9.583566528363274
1950-10-01,10.135755958692782
1950-11-01,9.657975498177548
1950-12-01,9.9
1951-01-01,10.080739725245975
1951-02-01,10.024375703923928
1951-03-01,9.66210471564416
1951-04-01,10.058338990572384
1951-05-01,9.807165300528565
1951-06-01,9.311817507296182
1951-07-01,9.594976964713668
1951-08-01,9.474682627892426
1951-09-01,9.382677568387512
1951-10-01,10.164569070356974
1951-11-01,10.002674511998524
1951-12-01,9.8
1952-01-01,7.685548898315534
1952-02-01,7.419043243515294
1952-03-01,7.888352278591536
1952-04-01,7.766484177248745
1952-05-01,7.405472168272715
1952-06-01,7.2373363457067805
1952-07-01,7.556103778840262
1952-08-01,7.858121855219571
1952-09-01,7.594203448342052
1952-10-01,7.797815234695583
1952-11-01,7.686026962336154
1952-12-01,7.6
1953-01-01,7.6624141727764075
1953-02-01,7.51015455273172
1953-03-01,7.148428577229179
1953-04-01,7.005716161821006
1953-05-01,7.235744161059552
1953-06-01,7.618256263858249
1953-07-01,7.563324418395689
1953-08-01,7.109364089544707
1953-09-01,7.009412223903853
1953-10-01,7.321211368272205
1953-11-01,7.546136483381267
1953-12-01,7.3
1954-01-01,7.722582055983926
1954-02-01,8.04054943678953
1954-03-01,7.819818049260042
1954-04-01,7.8381222822613665
1954-05-01,7.5888436385693
1954-06-01,7.907844097130618
1954-07-01,7.977665043998594
1954-08-01,7.385366813299382
1954-09-01,7.5304568296775285
1954-10-01,7.412217117301191
1954-11-01,7.8821921766793395
1954-12-01,7.7
1955-01-01,8.032730551093083
1955-02-01,7.83660409671873
1955-03-01,7.624802143933946
1955-04-01,8.162448321793999
1955-05-01,8.145932416079265
1955-06-01,8.028925457419188
1955-07-01,8.269001848700755
1955-08-01,8.216419200023095
1955-09-01,8.280013851591004
1955-10-01,8.030844127273616
1955-11-01,8.266390875994844
1955-12-01,7.9
1956-01-01,9.375764553791994
1956-02-01,9.42137525099143
1956-03-01,9.353815460614074
1956-04-01,9.35690229586167
1956-05-01,8.65712584961028
1956-06-01,9.035316429864977
1956-07-01,9.26034998081982
1956-08-01,8.679433714493626
1956-09-01,8.766858542743552
1956-10-01,8.742285251782253
1956-11-01,8.70752183399888
1956-12-01,9.0
1957-01-01,9.167024145068446
1957-02-01,9.327514379837906
1957-03-01,8.766002550504055
1957-04-01,8.717451160439085
1957-05-01,8.622534830299495
1957-06-01,8.912302891909922
1957-07-01,8.82547339479985
1957-08-01,8.875243144580267
1957-09-01,8.652963913420425
1957-10-01,9.190226290633154
1957-11-01,9.000111076019316
1957-12-01,9.0
1958-01-01,9.834666840002303
1958-02-01,9.95165499269294
1958-03-01,9.890067783911825
1958-04-01,9.335658474882527
1958-05-01,9.319099376659686
1958-06-01,9.658917091706641
1958-07-01,9.548130834318728
1958-08-01,9.418721635931158
1958-09-01,9.27252491590655
1958-10-01,9.792041066749618
1958-11-01,9.6612256286042
1958-12-01,9.5
1959-01-01,10.566523003097458
1959-02-01,10.255884298897678
1959-03-01,10.348168645620103
1959-04-01,9.954681746208061
1959-05-01,9.78201346513647
1959-06-01,9.904468897076454
1959-07-01,10.404063648636209
1959-08-01,10.50750609912181
1959-09-01,10.114337399781174
1959-10-01,10.080996953266363
1959-11-01,10.536778028069476
1959-12-01,10.2
1960-01-01,10.818058904011691
1960-02-01,11.050429276656692
1960-03-01,11.126638721034125
1960-04-01,10.77167558528695
1960-05-01,10.757479977831105
1960-06-01,11.011695855753898
1960-07-01,11.174906036535738
1960-08-01,10.7294330165075
1960-09-01,11.42349181690118
1960-10-01,10.709583813627631
1960-11-01,11.648374370292764
1960-12-01,11.1
